Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Malabon,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Navotas,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Valenzuela,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Caloocan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Marikina,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Pasig,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Pateros,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Taguig,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Quezon City,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Makati,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Mandaluyong,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of San Juan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Manila,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Las Piñas,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Muntinlupa,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Parañaque,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Pasay City,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Abra,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Apayao,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Benguet,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Ifugao,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Kalinga,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Mountain Province,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Baguio,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Ilocos Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Ilocos Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,La Union,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Pangasinan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Dagupan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 2,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Batanes,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Cagayan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Isabela,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Nueva Vizcaya,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Quirino,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Santiago,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 3,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Aurora,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Bataan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Bulacan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Nueva Ecija,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Pampanga,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Tarlac,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Zambales,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Angeles,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Olongapo,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 4A,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Batangas,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Cavite,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Laguna,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Quezon,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Rizal,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Lucena,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 4B,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Marinduque,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Occidental Mindoro,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Oriental Mindoro,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Palawan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Romblon,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Puerto Princesa,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 5,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Albay,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Camarines Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Camarines Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Catanduanes,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Masbate,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Sorsogon,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Naga,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Aklan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Antique,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Capiz,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Guimaras,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Iloilo,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Iloilo,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 7,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Bohol,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Cebu,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Cebu,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Lapu-Lapu,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Mandaue,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 8,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Biliran,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Eastern Samar,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Leyte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Northern Samar,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Southern Leyte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Samar,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Ormoc City,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Tacloban,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 9,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Zamboanga del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Zamboanga del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Zamboanga Sibugay,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Isabela,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Zamboanga,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 10,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Bukidnon,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Camiguin,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Lanao del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Misamis Occidental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Misamis Oriental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Cagayan De Oro,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Iligan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 11,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Davao de Oro,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Davao del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Davao Oriental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Davao del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Davao Occidental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Davao,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Region 12,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Cotabato,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Sarangani,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,South Cotabato,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Sultan Kudarat,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of General Santos,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Caraga,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Agusan del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Agusan del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Surigao del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Surigao del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Dinagat Islands,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Butuan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,BARMM,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Basilan,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Lanao del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Maguindanao del Norte,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Maguindanao del Sur,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Sulu,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Tawi-Tawi,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Special Geographic Area (SGA),9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Cotabato,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,NIR,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Negros Occidental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Negros Oriental,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,Siquijor,9950,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,City of Bacolod,9950,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,NCR,194101,837,1865,3461,5673,3199,1990,1948,1412,11060,6753,1932,1248
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Malabon,3678,140,128,309,330,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Navotas,3165,57,168,84,160,726,367,538,278,752,462,346,187
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Valenzuela,9606,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Caloocan,12658,0,0,480,622,0,0,0,0,2837,1683,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Marikina,1213,49,121,44,84,262,157,215,172,187,103,144,87
