Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,Tawi-Tawi,14249,208,3714,17,576,962,600,1033,787,613,220,328,135
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,Special Geographic Area (SGA),14743,126,1140,8,41,361,335,682,590,590,484,441,292
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,City of Cotabato,28675,415,1386,90,555,1064,895,1181,977,1782,1218,1295,837
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,NIR,273407,4191,22260,6187,23641,2168,1283,0,0,10939,7792,2527,1409
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,Negros Occidental,191950,3060,17200,3767,17406,0,0,0,0,6335,4911,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,Negros Oriental,58649,799,3763,1654,4560,2168,1283,0,0,2953,1767,2527,1409
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,Siquijor,10547,187,776,408,931,0,0,0,0,598,579,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1c. Risk Factors AD.xlsx,City of Bacolod,12261,145,521,358,744,0,0,0,0,1053,535,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,NCR,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Malabon,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Navotas,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Valenzuela,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Caloocan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Marikina,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Pasig,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Pateros,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Taguig,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Quezon City,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Makati,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Mandaluyong,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of San Juan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Manila,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Las Piñas,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Muntinlupa,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Parañaque,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Pasay City,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Abra,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Apayao,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Benguet,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Ifugao,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Kalinga,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Mountain Province,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Baguio,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Ilocos Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Ilocos Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,La Union,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Pangasinan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Dagupan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 2,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Batanes,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Cagayan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Isabela,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Nueva Vizcaya,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Quirino,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Santiago,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 3,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Aurora,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Bataan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Bulacan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Nueva Ecija,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Pampanga,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Tarlac,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Zambales,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Angeles,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Olongapo,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 4A,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Batangas,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Cavite,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Laguna,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Quezon,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Rizal,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Lucena,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 4B,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Marinduque,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Occidental Mindoro,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Oriental Mindoro,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Palawan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Romblon,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Puerto Princesa,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 5,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Albay,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Camarines Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Camarines Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Catanduanes,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Masbate,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Sorsogon,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Naga,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Aklan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Antique,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Capiz,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Guimaras,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Iloilo,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Iloilo,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 7,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Bohol,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Cebu,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Cebu,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Lapu-Lapu,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Mandaue,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 8,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Biliran,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Eastern Samar,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Leyte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Northern Samar,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Southern Leyte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Samar,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Ormoc City,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Tacloban,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 9,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Zamboanga del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Zamboanga del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Zamboanga Sibugay,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Isabela,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Zamboanga,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 10,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Bukidnon,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Camiguin,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Lanao del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Misamis Occidental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Misamis Oriental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Cagayan De Oro,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Iligan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 11,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Davao de Oro,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Davao del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Davao Oriental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Davao del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Davao Occidental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Davao,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Region 12,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Cotabato,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Sarangani,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,South Cotabato,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Sultan Kudarat,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of General Santos,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Caraga,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Agusan del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Agusan del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Surigao del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Surigao del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Dinagat Islands,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Butuan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,BARMM,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Basilan,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Lanao del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Maguindanao del Norte,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Maguindanao del Sur,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Sulu,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Tawi-Tawi,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Special Geographic Area (SGA),29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Cotabato,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,NIR,1,0,0,0,0,0,0,0,0,0,0,0,0
