Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0779,City of Cagayan De Oro,4706,176,0,18,369,19,0,24,0,315,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0780,City of Baguio,9587,169,35,98,463,0,0,168,0,0,0,418,167
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0781,Ilocos Norte,9286,1,272,143,240,213,0,0,224,241,583,186,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0782,Region 4B,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0783,City of Bacolod,1861,65,88,22,214,3,15,0,0,222,17,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0784,Davao Occidental,5904,316,246,284,0,1020,1110,1406,1062,385,193,63,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0785,Southern Leyte,18507,392,332,357,0,0,0,263,0,523,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0786,Region 2,80772,1759,8437,490,7195,7674,0,8041,6217,6252,781,1225,1819
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0787,City of Taguig,17739,97,0,949,1107,173,0,279,0,9,176,69,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0788,Pasay City,4046,58,7,45,0,41,0,45,7,12,12,119,32
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0789,Batangas,53864,162,0,0,14531,3371,2501,230,186,0,0,4308,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0790,Rizal,9140,0,0,167,679,180,431,115,99,340,872,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0791,Zambales,8281,161,61,7,318,30,120,0,82,250,63,34,115
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0792,City of Lapu-Lapu,11219,0,1046,208,424,0,1282,625,539,5920,54,180,429
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0793,Camarines Norte,10718,1829,469,199,2126,26,146,652,81,7748,2731,80,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0794,Dinagat Islands,1462,34,61,51,93,0,28,0,15,0,124,11,5
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0795,Sarangani,6361,10,0,59,312,112,0,2,181,24,0,50,157
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0796,Davao Oriental,10101,0,28,905,1409,1430,2212,2894,0,0,191,255,167
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0797,Region 12,75942,844,3131,724,697,758,0,1159,0,4284,3590,3678,2911
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0798,Dinagat Islands,9595,329,296,0,40,66,54,824,9,100,230,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0799,Kalinga,14891,250,1145,361,886,184,0,114,140,1407,1553,1654,1486
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0800,Guimaras,75069,501,759,1587,1629,0,357,0,111,0,5593,1407,878
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0801,Dinagat Islands,1666,60,58,31,73,0,7,0,8,30,128,16,12
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0802,CAR,56065,0,651,1240,4415,0,0,245,394,7886,0,0,1420
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0803,Zamboanga Sibugay,11944,281,1135,337,606,157,34,31,300,0,195,0,304
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0804,Samar,12577,790,787,695,519,0,0,0,92,148,127,19,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0805,Caraga,92474,2865,7153,3509,4541,4750,581,7207,5193,7007,1582,3529,70
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0806,Pateros,1294,6,0,0,1,26,10,14,26,45,0,0,38
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0807,Negros Oriental,7584,263,548,101,958,195,489,51,80,0,451,480,179
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0808,Pampanga,9114,35,555,181,0,305,145,60,298,255,88,118,80
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0809,Eastern Samar,9069,12,238,359,411,4,0,0,0,231,312,125,99
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0810,Bohol,14807,0,1088,741,5694,1034,168,1270,441,1176,4295,567,1999
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0811,Cagayan,27260,196,3688,1060,2687,2372,1809,2696,2196,1784,86,442,844
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0812,Camarines Norte,11379,0,146,1894,549,125,583,252,190,674,4651,495,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0813,Surigao del Norte,12784,125,859,99,34,202,533,0,342,472,842,628,284
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0814,City of Pasig,9338,114,264,0,339,0,6,140,104,1366,1317,0,57
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0815,City of Baguio,11693,137,199,64,634,37,0,61,190,974,2227,105,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0816,Region 2,99808,5505,8113,1173,2239,7248,641,8383,7936,4872,769,0,286
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0817,Zamboanga del Norte,7840,65,609,165,541,876,508,684,18,161,0,86,53
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0818,Region 12,41867,425,1750,245,2794,0,223,620,0,1794,985,2688,798
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0819,Region 4B,39619,7,2696,646,0,1596,1770,1295,611,2057,0,31,928
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0820,Bataan,10036,39,524,127,352,250,107,0,0,0,152,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0821,Capiz,10312,267,821,115,152,543,0,280,462,383,0,239,175
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0822,Pampanga,52434,900,2631,349,873,1404,1047,2254,1793,1498,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0823,City of Cagayan De Oro,4349,0,0,102,72,41,3,0,68,0,138,26,15
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0824,Davao Oriental,10051,492,1109,845,1409,2951,843,2781,2802,194,84,21,115
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0825,Albay,12484,111,111,0,239,894,65,878,481,200,581,35,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0826,Davao Oriental,22448,511,3777,729,3587,0,305,245,4501,443,232,430,68
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0827,Aklan,9560,409,182,104,161,0,0,75,924,748,0,94,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0828,City of Mandaue,3076,61,44,57,172,0,53,161,2,7,0,10,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0829,Region 2,102642,4854,0,3981,8406,7647,7769,0,6554,3063,3182,0,1005
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0830,City of Valenzuela,11557,0,0,0,0,0,53,7,0,517,56,113,90
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0831,Region 12,36378,152,667,0,2555,0,175,490,0,1362,1240,961,270
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0832,Pampanga,44429,554,1303,0,2402,1387,507,1794,652,408,236,194,415
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0833,City of Angeles,4198,0,244,67,0,48,17,33,125,164,7,3,69
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0834,Zambales,10060,434,57,288,180,0,0,0,0,174,136,43,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0835,City of Iligan,10227,0,22,322,128,0,0,776,0,53,34,8,103
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0836,Davao Oriental,10123,417,583,0,1716,2585,1097,43,2930,32,88,109,16
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0837,Davao del Norte,22122,985,1992,167,2898,6182,1085,2052,1812,1592,4176,313,375
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0838,Isabela,111542,3963,10056,3049,1177,5083,344,13740,8802,3716,3485,137,600
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0839,Pateros,8679,0,52,60,0,0,0,0,0,0,0,144,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0840,Northern Samar,5244,105,664,51,0,76,21,0,65,0,127,61,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0841,Nueva Vizcaya,9135,200,498,0,275,372,225,0,262,245,0,277,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0842,City of Navotas,9877,125,425,185,527,0,976,821,897,488,552,1154,538
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0843,Batanes,9488,0,159,383,0,310,356,0,0,293,678,10,51
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0844,Camiguin,10923,0,0,0,890,14,177,0,145,6,68,8,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0845,Sulu,1,0,1,0,1,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0846,Bataan,20505,0,612,341,4,0,0,224,0,159,192,0,31
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0847,Benguet,8292,0,260,112,282,3,8,62,0,1413,937,846,585
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0848,Palawan,5362,168,466,34,0,0,0,64,247,67,52,65,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0849,NIR,43965,1698,1096,1098,4804,12,837,0,0,3057,2385,227,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0850,City of Marikina,1309,16,150,30,103,123,0,8,0,7,115,0,75
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0851,Kalinga,14531,0,587,34,49,0,40,0,0,0,0,0,1358
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0852,Caraga,77688,0,2803,4860,3606,5277,1181,8965,3321,3326,2382,577,2163
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0853,Davao Oriental,18939,916,1311,1059,2945,112,3444,0,4434,318,0,86,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0854,Pampanga,91772,801,0,2305,453,2821,440,2593,1529,0,0,0,1092
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0855,Nueva Ecija,44270,1559,3628,0,0,1222,0,1073,650,1821,811,1272,623
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0856,City of Las Piñas,5518,155,48,148,172,0,989,817,400,642,34,21,198
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0857,Iloilo,9355,0,67,65,581,26,0,10,0,158,131,0,163
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0858,City of Iloilo,21405,0,71,123,218,124,231,0,0,241,0,62,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0859,Cotabato,13206,91,305,256,142,0,120,50,16,272,544,231,551
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0860,Aurora,2225,56,192,138,126,0,0,40,240,155,154,16,66
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0861,Quezon,12407,681,2461,112,254,0,16,107,1418,1737,528,192,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0862,Sultan Kudarat,9354,51,729,17,85,65,6,0,19,338,228,385,248
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0863,Misamis Oriental,12963,0,1009,436,787,0,582,145,166,0,18,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0864,Lanao del Sur,23799,0,23799,0,0,21874,22857,1039,749,21014,1403,196,475
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0865,City of Dagupan,2625,17,113,39,47,0,0,33,53,121,13,14,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0866,City of Las Piñas,11156,136,0,243,0,0,1605,1677,1378,0,1458,310,703
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0867,Aklan,9792,0,102,303,194,1260,61,908,209,210,552,0,223
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0868,Occidental Mindoro,4327,254,515,141,312,37,445,1,88,76,100,183,81
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0869,Pangasinan,39383,32301,6172,1134,37503,279,400,398,143,187,3566,0,21
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0870,Aklan,10761,16,2,272,816,579,328,192,0,168,562,0,128
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0871,Camarines Sur,17912,178,0,176,1126,2047,0,1200,681,1751,1307,657,130
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0872,Camiguin,864,0,6,15,0,0,3,0,0,0,11,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0873,Region 4B,30634,314,3652,268,1,545,0,934,666,0,2339,204,647
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0874,Region 12,37931,357,3858,0,864,0,0,965,134,2160,1924,104,91
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0875,City of Olongapo,5907,11,247,25,0,60,0,74,96,121,0,11,15
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0876,Batanes,1043,35,109,92,41,0,7,46,67,37,11,8,19
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0877,South Cotabato,13289,11,965,240,192,14,0,0,0,48,277,35,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0878,City of General Santos,2072,0,0,76,0,121,58,7,12,0,93,132,543
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0879,City of Olongapo,5461,135,151,103,206,0,64,0,0,0,49,35,114
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0880,Region 4B,35294,0,2544,1583,1913,1069,160,85,59,1973,1167,0,900
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0881,Guimaras,34973,0,1753,0,3987,0,240,1528,1147,767,227,0,358
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0882,Davao Occidental,3194,177,395,217,168,635,226,76,191,633,422,0,45
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0883,Cotabato,13605,304,0,210,0,0,57,0,51,607,445,156,47
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0884,City of Marikina,1140,13,100,26,42,186,1,3,77,82,27,7,98
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0885,Zamboanga del Sur,9955,243,1194,198,600,244,203,748,300,524,29,75,26
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0886,City of Angeles,5991,162,63,0,183,0,154,0,86,98,30,129,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0887,Camiguin,9670,0,224,332,16,0,22,0,0,35,12,0,129
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0888,Batanes,886,11,59,40,50,25,51,27,0,135,22,16,12
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0889,Lanao del Norte,10813,119,0,171,516,514,459,26,0,97,25,162,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0890,Sorsogon,17476,341,1735,464,1410,332,273,83,0,0,1366,0,330
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0891,Quezon City,92228,0,709,168,2439,2993,614,1377,1076,954,126,679,523
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0892,Northern Samar,4092,118,8,243,0,20,34,0,0,0,0,11,2
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0893,Davao Oriental,11664,364,1357,646,1713,69,0,3122,244,211,422,290,160
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0894,City of Marikina,2665,138,18,17,152,504,14,262,0,402,0,225,199
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0895,Tarlac,42369,1292,0,0,1542,454,73,337,0,1193,1153,0,356
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0896,Zamboanga del Norte,11032,60,601,131,391,1247,865,922,565,35,0,161,1
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0897,City of Butuan,6566,0,0,27,193,0,41,0,189,1073,35,8,85
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0898,Zamboanga Sibugay,7556,310,487,55,530,4,0,14,259,303,239,172,151
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0899,City of Makati,8967,85,453,90,154,0,1252,475,9,556,2038,0,1564
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0900,City of Lucena,2211,0,240,0,101,0,0,94,0,231,49,0,216
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0901,City of Olongapo,4751,50,81,0,61,13,17,102,9,84,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0902,Negros Oriental,20008,540,2308,821,2164,2236,336,0,0,1504,0,758,99
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0903,Camarines Norte,10019,2202,3980,1673,75,456,0,8,0,3941,3624,212,90
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0904,City of Cebu,8811,54,388,135,959,777,3,4390,3484,4579,340,382,341
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0905,Region 5,144757,0,16610,2456,12850,6585,5051,6343,5810,19988,0,1031,1464
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0906,Pangasinan,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0907,City of Puerto Princesa,11110,12,277,316,654,216,25,0,0,1455,92,1280,483
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0908,City of Butuan,3695,2,250,56,130,14,10,0,0,69,109,0,16
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0909,Zamboanga Sibugay,10749,270,653,20,761,0,169,310,112,151,99,0,1
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0910,Misamis Occidental,8871,0,0,466,644,0,0,145,180,29,0,49,89
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0911,Davao de Oro,22404,675,2611,0,740,314,787,0,4941,5032,3582,69,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0912,City of Davao,26031,600,1825,175,2330,5647,6585,2168,0,2586,3152,137,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0913,Northern Samar,6194,85,303,264,84,0,0,56,38,425,439,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0914,City of Marikina,1243,29,91,7,67,198,109,145,87,99,107,117,79
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0915,Davao Oriental,9178,0,657,718,1335,3143,1846,1293,1975,206,1,0,68
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0916,City of Muntinlupa,4379,192,19,22,0,52,0,30,0,1499,213,0,8
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0917,NCR,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0918,City of Cebu,10310,288,771,567,492,1,824,1006,507,0,370,86,370
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0919,City of Naga,815,0,8,8,15,1,7,68,46,3,0,26,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0920,Ilocos Sur,10321,0,654,0,321,0,0,24,201,0,0,0,77
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0921,Davao del Sur,9423,465,456,992,56,1312,1939,4431,2571,654,1002,5,63
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0922,Biliran,1943,63,93,22,128,188,123,174,22,153,72,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0923,Bukidnon,22537,0,699,327,2695,1612,157,1712,0,425,0,0,403
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0924,City of Lapu-Lapu,1607,318,356,38,16,0,24,124,0,66,32,2,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0925,Region 4B,31403,896,4445,1931,4486,673,1819,1267,0,0,1202,1749,1058
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0926,Romblon,730,7,9,30,18,0,22,21,13,99,0,4,16
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0927,City of Las Piñas,5317,65,455,119,365,0,817,773,0,253,309,306,310
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0928,City of Santiago,3056,55,303,31,225,224,192,0,274,118,139,0,14
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0929,Sarangani,6959,173,0,51,225,0,10,35,33,204,151,63,16
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0930,Sorsogon,8829,52,718,35,689,139,0,47,119,1159,389,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0931,Apayao,6811,84,54,112,0,0,0,43,0,224,0,15,282
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0932,Negros Occidental,10968,433,142,44,651,104,0,0,25,678,376,0,14
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0933,Rizal,9976,853,794,390,676,381,482,0,44,243,0,1397,23
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0934,Bukidnon,10105,338,0,435,379,0,20,63,625,533,102,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0935,Bohol,11164,0,665,42,679,51,479,191,25,882,22,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0936,Quezon City,82127,0,538,170,1874,439,0,635,0,0,0,2022,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0937,Palawan,3090,157,285,64,7,139,113,203,4,69,0,176,116
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0938,Lanao del Sur,9198,135,0,57,50,341,9198,0,133,896,679,382,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0939,Bulacan,176646,4169,9999,6859,14223,7016,6804,2547,0,17138,10431,818,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0940,City of Zamboanga,4357,14,18,73,206,33,101,54,110,24,66,14,4
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0941,Region 4A,78257,0,7311,1147,30,0,0,47,3255,4717,6479,3747,6636
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0942,Batanes,1024,52,20,38,59,55,33,77,0,38,32,71,19
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0943,Aurora,3003,3,0,133,229,31,25,0,325,7,91,111,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0944,Abra,7490,230,171,0,602,0,14,0,0,56,500,525,546
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0945,Sorsogon,7950,0,275,9,75,237,24,52,93,951,0,0,51
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0946,Negros Oriental,7633,0,707,229,90,308,550,0,0,524,372,265,164
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0947,Batangas,8546,291,0,53,73,0,0,28,0,723,564,111,77
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0948,Northern Samar,4854,0,281,64,508,19,11,7,0,263,67,88,101
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0949,Region 4B,31013,1198,1963,995,2669,991,371,0,953,1935,0,956,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0950,Siquijor,11257,73,563,299,237,0,100,139,0,1545,187,29,141
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0951,Siquijor,1806,34,123,58,184,0,0,0,16,124,85,16,18
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0952,Aurora,2691,81,66,103,291,269,131,365,214,112,133,62,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0953,City of Pasig,9315,130,443,197,691,0,38,0,108,0,1407,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0954,City of Iligan,3965,0,0,7,421,0,3,0,201,0,19,69,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0955,Leyte,32286,807,1243,48,1857,370,318,9,419,2563,61,0,705
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0956,South Cotabato,9126,115,660,150,501,0,26,0,0,59,163,142,28
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0957,Apayao,9227,80,12,0,0,0,113,62,0,0,12,260,66
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0958,City of Muntinlupa,2820,0,43,54,0,0,0,0,45,0,420,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0959,Region 9,35966,944,2160,83,3498,626,1737,301,0,1500,389,220,258
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0960,Maguindanao del Norte,8457,117,287,12,0,0,77,136,0,233,8457,196,24
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0961,Zamboanga del Sur,9514,293,877,247,355,0,0,308,338,2,83,169,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0962,Mountain Province,10965,133,405,0,878,123,113,219,116,302,832,0,485
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0963,Biliran,1541,23,0,81,104,0,88,138,28,105,19,25,3
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0964,City of Mandaluyong,5041,103,145,203,0,156,62,207,47,341,485,95,122
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0965,Sultan Kudarat,16175,4,712,201,0,295,0,218,62,378,438,704,98
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0966,Tawi-Tawi,1,0,1,0,0,1,0,0,0,0,0,1,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0967,City of Pasig,20314,576,584,448,586,131,164,137,121,6017,2992,76,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0968,Mountain Province,7156,158,66,55,0,0,5,78,23,23,446,672,151
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0969,CAR,50265,885,2747,0,0,0,408,243,586,526,856,0,5507
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0970,Isabela,53461,335,0,1411,2841,3790,0,7737,1800,2946,1331,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0971,Pangasinan,11361,530,24,10038,742,0,42,0,0,634,1118,1,226
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0972,Ilocos Norte,10709,0,251,0,364,16,80,247,0,245,427,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0973,Zamboanga del Sur,19748,0,2406,0,1606,644,464,0,877,907,477,89,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0974,City of Parañaque,5115,0,0,82,13,9,0,0,22,24,22,1,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0975,Bulacan,182568,7503,1916,5143,17607,6675,8722,6360,0,14646,14099,5233,6164
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0976,City of Lapu-Lapu,6363,302,268,0,266,431,0,588,268,193,64,8,129
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0977,Pangasinan,40090,1711,3777,0,630,0,889,0,316,3934,40090,0,0
