Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0638,Abra,16831,303,1569,710,0,0,0,105,121,1524,0,734,158
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0639,Antique,26335,0,2338,517,3418,354,0,0,348,272,429,0,599
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0640,Agusan del Sur,28611,1630,4954,1472,3247,1027,669,1932,1746,1676,751,400,294
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0641,Zamboanga del Norte,57234,2614,7021,914,7959,3696,0,3976,3346,2113,1377,930,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0642,Batanes,4121,73,290,815,1001,96,261,840,492,312,47,395,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0643,City of Muntinlupa,28087,0,0,210,0,0,0,0,206,5241,419,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0644,Tarlac,30930,542,1922,12,1586,149,456,76,0,3,1256,443,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0645,Region 9,91220,231,5229,0,0,3926,2022,5345,0,4566,3968,1985,1361
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0646,Isabela,119393,739,8023,1001,0,9551,10783,11582,10177,3455,5888,2588,3070
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0647,Biliran,5518,106,499,547,0,258,0,269,40,0,357,82,81
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0648,Surigao del Norte,44456,0,2445,4398,225,4249,0,7609,2167,2368,2555,123,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0649,Davao del Norte,69183,0,0,5531,0,0,0,15731,913,3499,11900,0,404
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0650,Dinagat Islands,7860,137,0,101,77,5,9,109,0,500,437,0,167
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0651,Rizal,22905,868,1293,2431,2395,0,0,0,0,83,871,1957,2369
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0652,Region 3,1727600,0,181330,52444,151648,51792,53551,6964,59697,33250,25523,14716,11860
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0653,Samar,37008,1009,2405,5039,391,0,0,291,142,0,15,34,69
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0654,City of Cotabato,11195,11047,617,10408,10392,0,0,9,550,422,190,118,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0655,Pangasinan,28702,683,1848,425,1,55,137,463,445,0,25403,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0656,City of Caloocan,46368,0,598,365,0,0,1150,1142,844,663,4185,1603,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0657,Masbate,19749,0,6103,2459,34,1488,97,0,164,1542,7579,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0658,Surigao del Norte,24716,298,3038,2353,0,3425,114,4124,1200,3943,2024,436,589
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0659,Region 11,1,0,0,0,0,0,0,1,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0660,City of Marikina,5870,360,350,403,295,1389,642,1360,780,322,454,769,217
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0661,City of San Juan,3324,3,14,186,0,347,0,126,0,718,343,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0662,Aklan,23320,117,0,0,0,0,487,858,0,549,1953,1407,588
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0663,City of Lapu-Lapu,17143,55,916,1484,485,948,216,1522,2032,110,369,668,131
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0664,City of Davao,89245,2079,0,768,8367,635,16021,19889,0,7830,4475,0,462
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0665,Southern Leyte,28203,756,59,51,6534,0,262,236,0,3724,426,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0666,Basilan,1,1,0,0,0,0,0,0,0,0,0,0,1
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0667,Pampanga,34198,1172,2953,749,1481,1640,0,1020,1459,1154,483,225,152
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0668,Eastern Samar,17021,0,299,360,2062,0,0,0,122,0,0,378,18
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0669,Mountain Province,34774,0,0,503,0,68,135,449,713,4841,1242,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0670,City of Davao,158950,7071,7540,13643,0,54709,26152,35381,20505,31986,9602,0,926
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0671,Misamis Oriental,43071,0,268,0,0,13,0,0,445,0,470,677,776
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0672,Region 4A,479155,25455,66517,44720,88167,2424,32084,31619,111094,78563,21330,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0673,Catanduanes,50327,956,0,12195,13316,24315,15639,0,0,3394,3429,136,273
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0674,Masbate,43364,2782,0,5837,14884,0,284,578,60,7041,17108,1176,866
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0675,Bataan,63272,1455,369,607,0,252,553,1179,221,3349,879,1247,677
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0676,Bukidnon,95497,0,777,2480,8670,1626,4107,5697,2918,1696,344,2788,661
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0677,City of Olongapo,25562,0,755,828,2107,518,107,409,0,0,82,16,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0678,Region 7,184799,5227,9813,7298,17428,15133,8297,14897,11027,2002,19645,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0679,Sultan Kudarat,65592,0,10544,1616,1306,673,69,951,0,3175,3079,0,34
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0680,City of Davao,157225,7470,7556,11472,17508,49808,37791,45754,18815,26888,8219,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0681,Biliran,33181,0,2872,3744,0,2905,222,2258,0,3264,2177,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0682,Antique,73277,1649,3926,0,8368,2084,157,799,1509,0,3608,489,292
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0683,Region 11,565822,15361,70143,16916,86857,141002,36849,0,89961,50034,31492,685,7436
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0684,Aurora,24207,877,3086,830,1503,1853,810,2036,3346,0,958,984,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0685,City of Parañaque,10405,0,48,129,0,15,0,439,249,0,0,41,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0686,Laguna,34699,1539,2250,73,3063,335,0,12,0,664,0,0,2710
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0687,Rizal,29855,888,2758,1616,4864,353,0,2212,0,4506,0,2023,2904
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0688,Basilan,30998,22930,3685,0,339,858,1213,910,1684,0,977,796,450
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0689,City of Butuan,27634,562,2409,1298,0,299,393,47,680,863,0,131,779
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0690,Davao Oriental,25602,322,19,3016,398,0,212,444,5373,0,193,167,636
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0691,Zamboanga Sibugay,30809,936,0,591,3135,0,1003,524,831,1063,0,228,1037
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0692,Laguna,23957,178,1510,1270,2235,0,1219,141,2793,3773,0,4348,1574
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0693,Sorsogon,43663,0,4254,2485,2910,1894,452,1416,729,8196,3879,480,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0694,Region 10,150439,0,156,1413,23432,6062,0,5565,3038,395,0,0,538
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0695,City of Iligan,5251,170,0,204,512,24,348,423,0,0,257,25,60
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0696,Marinduque,2342,0,154,60,124,0,0,0,0,0,67,0,36
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0697,Laguna,84076,106,911,1220,8003,0,0,0,0,635,2693,255,11073
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0698,Batanes,1582,0,176,209,234,167,100,2,230,83,130,215,69
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0699,Isabela,153360,1174,5986,3311,11301,10230,394,4324,15763,6909,1080,4464,3073
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0700,Zamboanga del Sur,36473,0,5303,70,5032,1192,0,1617,865,0,440,50,613
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0701,Rizal,69901,0,5347,7085,4328,0,3478,0,7971,3256,6433,267,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0702,Tarlac,93658,632,5257,2146,5738,0,1002,428,749,2,3580,0,1026
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0703,Bohol,30888,34,19618,15329,30888,251,1423,126,15384,26559,11872,636,699
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0704,City of Iloilo,25321,0,598,395,758,121,3,0,206,859,206,129,142
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0705,Region 12,187490,0,7190,5749,0,0,1028,3038,3602,4333,7442,9191,6056
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0706,Masbate,16168,1355,0,1656,3821,155,0,0,0,892,6001,0,105
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0707,Batangas,204499,2796,40831,1913,26976,0,13944,11747,0,33764,2873,13450,35893
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0708,Occidental Mindoro,29605,35,8361,1583,7805,109,276,2016,1850,2559,1611,719,438
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0709,Northern Samar,36647,293,4556,0,1519,0,0,0,92,5166,2894,641,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0710,Special Geographic Area (SGA),1,0,1,0,0,0,0,0,0,0,0,0,1
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0711,City of Puerto Princesa,3574,116,0,264,727,0,0,52,34,468,9,163,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0712,Albay,23054,0,789,475,1036,342,573,1040,573,368,394,103,487
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0713,Dinagat Islands,3083,55,397,208,494,291,0,317,95,231,230,62,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0714,Albay,23392,0,1948,0,772,2769,472,25,0,886,466,245,822
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0715,Ifugao,11899,0,166,243,365,0,20,0,0,2227,67,2609,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0716,City of Malabon,10416,528,18,1302,75,289,0,0,95,0,532,316,174
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0717,Cebu,27310,178,396,665,5547,4504,509,1933,1594,3245,1917,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0718,Batanes,1611,50,42,204,360,49,15,281,1,79,62,262,38
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0719,City of Manila,54093,0,0,378,2164,169,0,561,0,0,359,166,27
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0720,Siquijor,4688,60,28,327,406,0,0,87,0,0,417,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0721,Lanao del Sur,47593,37112,0,323,0,0,47593,37659,1486,215,0,42997,45266
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0722,Camiguin,5662,0,0,43,517,0,37,2,0,0,0,35,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0723,Tawi-Tawi,1,0,1,0,0,1,0,0,0,0,1,0,1
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0724,Region 8,320578,0,2197,3206,4654,9235,2102,3927,697,8157,18332,1291,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0725,Samar,20773,2856,3936,2319,1690,0,181,19,392,487,799,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0726,Davao del Sur,35746,1092,3803,101,5311,5127,0,12974,1989,0,1668,0,5
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0727,Samar,23268,3228,1645,3402,4274,0,0,0,0,164,642,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0728,City of Cotabato,1,1,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0729,City of Angeles,35641,2124,169,20,0,86,0,0,225,1741,1095,248,336
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0730,Leyte,30218,1474,1641,1339,41,0,41,0,39,1906,0,436,99
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0731,Region 7,193432,1915,0,14158,31248,13216,19345,24066,23904,44960,27773,12498,15016
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0732,Sarangani,16225,0,1147,192,19,0,0,0,0,0,347,484,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0733,City of Mandaue,9920,0,458,333,98,261,143,87,1001,80,146,76,15
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0734,Mountain Province,19497,154,0,197,0,4,0,0,0,2453,718,262,871
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0735,Zamboanga del Norte,57336,297,0,1721,96,2794,380,4642,309,327,707,1073,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0736,City of Malabon,9401,0,0,24,11,19,231,85,84,0,79,17,230
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0737,La Union,79260,1088,2727,1678,156,0,0,0,1386,1404,3957,1252,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0738,City of Olongapo,19871,562,1037,1180,274,21,54,510,241,569,396,0,246
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0739,Lanao del Sur,1,0,1,0,0,0,0,1,1,1,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0740,Region 12,185081,3378,20818,7714,19163,363,897,1319,0,8193,1198,11538,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0741,City of Bacolod,13111,8,956,171,0,0,123,11,0,1422,1296,0,105
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0742,Dinagat Islands,8132,112,1101,554,836,897,1,130,0,522,711,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0743,Region 6,452330,7962,45006,11753,70035,6634,2132,23926,11300,10910,716,0,290
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0744,Abra,13213,292,1021,167,1620,98,26,0,0,441,0,392,599
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0745,Zambales,120348,206,6649,5535,8457,295,2819,585,859,2628,2870,0,1981
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0746,Batangas,35020,1316,4668,403,3974,603,1562,0,3851,0,4254,0,6408
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0747,Sulu,7281,9,370,9,9,233,39,0,54,11,7281,37,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0748,Aklan,30030,1036,1295,2147,4247,0,0,3689,339,3544,1453,359,157
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0749,Pateros,2005,3,26,0,0,0,4,0,0,43,0,13,14
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0750,City of Tacloban,16507,277,810,1964,309,63,179,0,0,103,139,76,290
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0751,Zambales,46670,551,652,1849,286,1036,1919,1507,962,1318,768,195,259
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0752,Basilan,1,0,0,0,0,0,0,1,0,0,1,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0753,Abra,32034,1594,2599,0,3860,0,0,0,14,2942,978,0,987
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0754,Region 12,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0755,Zamboanga del Norte,17536,47,2812,406,894,667,584,1180,889,263,0,509,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0756,Bukidnon,31143,314,1341,0,2840,256,374,0,255,1892,318,380,539
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0757,City of Lucena,12619,748,468,591,673,95,152,14,2285,1851,1245,0,18
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0758,Region 10,271463,2822,16982,3047,40512,0,13800,0,0,0,0,1258,832
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0759,Occidental Mindoro,11784,350,2719,764,176,686,485,958,581,429,640,147,120
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0760,Cavite,30404,1364,2802,2106,2613,0,1527,3629,369,334,59,137,424
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0761,City of Valenzuela,65133,245,0,0,0,747,0,0,272,1948,0,67,1253
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0762,Batangas,216945,6240,41082,7000,0,0,0,3806,61517,39820,532,0,18645
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0763,City of Lapu-Lapu,18889,389,1483,2292,688,709,565,1164,1067,890,2734,136,383
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0764,Leyte,64718,0,7831,3329,3438,70,273,0,633,1540,2900,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0765,Pasay City,18285,117,0,208,422,117,0,655,0,12,54,114,405
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0766,Region 12,265195,2459,34053,10144,19303,2046,283,0,2203,19579,13213,4820,5431
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0767,City of Makati,28698,29,1230,231,96,0,158,2783,197,94,285,8872,171
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0768,Apayao,6886,235,373,201,727,0,80,0,0,27,439,869,397
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0769,City of Makati,10839,234,238,280,101,3597,1748,85,88,484,645,203,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0770,Region 3,920657,25448,86775,26510,12858,19349,0,0,0,27648,12827,6367,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0771,City of Lapu-Lapu,39728,970,465,0,5701,0,4610,243,3736,533,477,307,933
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0772,Camiguin,7270,0,93,38,826,114,0,147,0,0,0,0,15
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0773,City of Makati,7173,0,329,15,104,0,985,87,0,110,200,2364,23
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0774,City of Muntinlupa,11619,108,0,269,391,29,107,0,23,4700,0,187,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0775,City of Santiago,39332,188,4783,1174,7822,1492,1839,2991,2331,1111,1848,0,480
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0776,Southern Leyte,41519,989,1921,3737,1266,0,646,0,196,0,4572,597,189
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0777,Batanes,1774,24,210,196,158,67,92,0,202,234,103,263,149
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0778,Guimaras,201147,2450,943,485,32334,0,332,0,6193,3311,3226,5728,225
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0779,NCR,374999,5326,0,2551,0,201,2102,2807,2613,13166,16807,11135,7262
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0780,City of Bacolod,6623,265,282,0,22,27,14,26,0,505,647,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0781,Nueva Vizcaya,53908,625,903,654,1605,846,1429,1664,1074,2155,1397,903,217
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0782,Pangasinan,27570,224,1881,27570,1867,263,0,0,362,27570,521,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0783,Northern Samar,13291,191,1389,1123,761,0,46,0,133,737,0,0,94
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0784,Zamboanga del Norte,49702,1505,109,0,4413,1281,573,2780,3089,1850,429,1034,223
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0785,Mountain Province,16647,0,680,151,309,52,0,0,94,0,547,0,411
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0786,Camarines Norte,28820,0,892,1778,2133,231,815,0,964,3270,696,1423,328
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0787,City of Navotas,9128,37,68,0,465,2265,548,40,580,43,865,1319,577
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0788,Special Geographic Area (SGA),7220,6966,1023,7128,98,18,0,43,125,7220,412,6596,230
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0789,Region 2,291166,11837,18528,7247,27089,19715,4141,18703,26769,0,15186,2934,6603
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0790,La Union,90631,226,6623,0,0,438,0,950,0,2485,5305,823,688
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0791,Camiguin,4094,0,0,91,400,117,29,24,5,0,0,0,3
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0792,City of Davao,33208,1991,1241,0,3734,4021,4429,9420,4754,223,2791,111,199
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0793,Laguna,94733,0,8032,4850,5736,1013,1669,2507,0,0,6428,6111,5985
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0794,Pasay City,25017,17,157,0,0,54,235,0,216,296,305,328,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0795,Laguna,81283,1460,0,4092,126,1333,873,12406,1087,5982,5893,485,1025
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0796,Quezon City,114664,866,80,0,2476,105,4612,0,0,0,137,1457,380
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0797,Caraga,142456,6917,14677,3182,18514,912,1191,0,9130,20270,10688,5836,3689
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0798,Kalinga,15151,55,887,254,2608,192,125,58,0,258,313,0,1257
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0799,Quirino,29726,588,2229,1544,1985,2963,1072,3297,1463,2148,1316,212,221
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0800,Cotabato,56355,1091,209,722,3014,22,0,0,264,3618,2708,3311,925
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0801,Basilan,4634,4346,0,0,4634,4634,4634,254,4634,4634,31,3813,4634
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0802,Quirino,15623,146,1444,503,749,251,1277,2132,559,1087,54,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0803,Tarlac,27412,287,1474,0,277,313,0,0,0,0,0,0,207
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0804,Southern Leyte,58032,580,4761,4580,0,0,0,0,0,9564,6159,0,367
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0805,Zamboanga Sibugay,36039,913,2765,1207,2477,882,435,1079,34,1474,1038,0,759
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0806,Misamis Occidental,16034,45,11,0,1838,14,105,0,117,0,0,0,202
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0807,City of Caloocan,89514,1288,94,1317,6820,0,1635,170,325,33220,8255,2175,1154
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0808,Biliran,5391,227,0,50,0,456,210,352,28,713,0,12,4
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0809,Tarlac,251425,0,0,0,0,1908,0,0,52,7124,3806,0,1782
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0810,Southern Leyte,32262,769,2812,2545,6303,422,524,0,0,2117,3499,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0811,Lanao del Norte,50175,281,0,1712,359,0,66,0,0,151,0,157,28
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0812,Region 2,520915,7670,27485,19127,62592,22302,22027,48471,22237,21551,23623,3410,4051
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0813,City of Zamboanga,26977,673,1017,780,2108,842,0,0,845,263,1492,288,376
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0814,Northern Samar,35369,532,0,420,3673,0,5,0,454,0,0,159,226
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0815,Ilocos Norte,41406,425,2046,314,0,658,0,212,35,1562,1540,1082,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0816,Sulu,32125,583,4557,437,141,0,0,361,643,20938,488,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0817,City of Baguio,31218,368,2204,2069,2524,0,0,0,0,14487,5184,3457,1720
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0818,Kalinga,20726,396,27,367,1415,0,0,0,0,205,2798,0,418
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0819,Batangas,146959,5414,0,9900,15255,0,0,2626,24301,729,10114,17860,2273
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0820,NCR,315372,831,5035,16632,7797,14406,2641,1418,3051,2602,13742,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0821,City of General Santos,7811,0,241,250,427,543,0,2,0,0,509,963,250
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0822,Negros Oriental,23947,105,1789,547,1806,176,967,53,523,1476,1360,1821,1232
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0823,Aurora,31787,244,1920,2734,4806,1658,1620,0,1883,1766,913,0,561
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0824,La Union,76159,1509,3933,1272,3277,628,0,94,1220,571,0,899,763
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0825,Cotabato,53890,1418,8372,1964,2278,341,411,438,0,0,408,1864,698
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0826,Pasay City,10097,103,220,0,139,63,33,0,0,0,13,0,8
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0827,Region 2,712790,867,41635,11510,50754,43456,44441,65821,66573,23774,31574,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0828,Biliran,4943,86,52,463,79,387,0,547,240,308,50,0,107
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0829,Region 9,117784,2539,20697,4954,12588,1870,1898,3978,4159,0,564,1301,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0830,City of Isabela,28119,723,3048,261,1956,0,149,173,1761,3077,521,498,11
